"Index","Staff ID","Part Serial Number","Detection Result","Left Result","Right Result","Timestamp","Left Base64 CSV Path","Right Base64 CSV Path"
"7","336","007","NG","N/A","N/A","20250418144149","C:\BoardDefectChecker\operation-logs\bezel-pwb-position-18-04-2025\336_007_NG_left_capture.csv","C:\BoardDefectChecker\operation-logs\bezel-pwb-position-18-04-2025\336_007_NG_right_capture.csv"
